,id,tweets,label
2527,2527,This could be the future of earthquake warnings in California  via,0
2287,2287,What Caused Californias Napa Earthquake,0
4743,4743,Hope my Uncle is safe  PrayForChile,0
6100,6100,Can i just say we are so caught up in whats happening in Baltimore we are failing to recognize whats happening in Nepal,0
3385,3385,felt it in San Bruno the  woke me up from a dead sleep earthquake napaquake,0
5123,5123,The aftermath of Chiles  magnitude earthquake and powerful aftershock PHOTOS,0
2438,2438,Bay Area earthquake damages Napa County Airport Earthquake  Cleanup is still underway in,1
3592,3592,Another large quake M strikes the N coast of Chile again  miles deep no threat of tsunami,0
388,388,etribune Balochistan earthquake Four survivors receive medical aid at CHK  civilhospital,0
8023,8023,Israels aid team to Nepal larger than any other countrys,0
6357,6357,Keep in MindNo One Is More Powerful Than Mother Nature NepalEarthquake earthquake Stay safe Nepal,0
237,237,Earthquake in Peru   Earthquake on Iran  Pakistan border,0
5517,5517,In this horrible situation in nepal our God  can help pita ji they really need your simpathy MSGHelpEarth,0
2524,2524,Quake rocks California wine country dozens injured NAPA Calif Reuters  A  magnitude earthquake rocked wine country north of,1
5034,5034,earthquake Sun Apr   GMT  near km WSW of Iquique Chile,0
6447,6447,RSAF planes evacuate  Sporeans PRs from Kathmandu  TODAYonline,1
497,497,Seismologist says Pakistan quake island unlikely to last long  quake earthquake,0
7707,7707,NepalQuake How India and China vie for influence  via,0
5247,5247,Chile Earthquake Magnitude Quake Sparks Fires Kills Six Tsunami   A powerful  via,1
5378,5378,Im with you Praying for Chile,0
7403,7403,Update on the NepalEarthquake All of the children and staff at Ama Ghar are safe,0
8457,8457,GIMEL will be sending relief supplies for NepalEarthquake victims Please join this effort  contribute with things you do,0
1133,1133,kamakalolii yeah felt it here too  checking civil defense for mag now earthquake hilo,0
6751,6751,Nepal NepalEarthquake  vittime,0
3219,3219,Chabad center in Napa Valley damaged by earthquake but rabbi quickly attends to his community,1
3100,3100,Earthquake early Sunday prompts state of emergency in California A look at the aftermath,0
2312,2312,Northern California earthquake wipes out power to tens of thousands,1
7032,7032,This is whats left of the  story historic UNESCO heritages Dharahara Tower in Kathmandu Nepal after earthquake,1
515,515,Pakistan magnitude Earthquake,0
216,216,USGS alert M  Island of Hawaii Hawaii September    GMT  earthquake tsunami prayfromjapan,0
7126,7126,RSS workers are helping out in Nepal Bigger question is how will Khakhi chaddis survive in Himalayan cold,0
7682,7682,URGENT ONLINE SUPPO for Nepal needed Mapping GIS skills necessary  Spread the word NepalEarthqua,0
5841,5841,Our thoughts  prayers are with the people of Nepal ὤF PrayNepal ὤF,0
1236,1236,Magna BSP of the company of Israel has managed the nuclear power plant of Japan  Politics japan earthquake CNN,0
4243,4243,AustinMahone thank you for everything,0
4506,4506,my sister  family in tsunami warning area galapagos hearing sirens  evacuated into hot windowless room on th fl w,1
6251,6251,Our all nations stand with Nepal and Indians NepalEarthquake,0
6057,6057,Donate to Nepal via Oxfam,0
7661,7661,God save them  ὡ PrayforNepal,0
661,661,KKF sent relief goods for Balochistan Earthquake victims ReliefByKKF AltafHussain,0
8014,8014,The Script apoiam o Nepal  via,0
1075,1075,Police in Pakistan say at least  killed after suspected car bomb went off in Peshawar the site of a deadly church bombing last week,1
4448,4448,PrayForChile distressing news Just take a moment to pray for all of their wellbeing My prayers are with you all Stay st,0
1671,1671,Teams are ready to provide medical aid in Arawan Balochistan following earthquakes once we are granted safe passage,0
5280,5280,God bless Chile PrayForChile God safe Indonesia Bali and all province God beside we God loves we,0
6955,6955,Shattered Historic Sites Could Ruin Nepal Economy  via  easybranches,1
5975,5975,NZ Nepal earthquake Race is on to rescue climbers from Everest before supplies run out  Herald,1
5966,5966,Noticias SIN The Latest on Nepal Quake Thousands Try to Leave Kathmandu Thousands line up at bus stations in Kathmandu in bid t,1
7788,7788,Nepal earthquake authorities struggle to cope despite international aid efforts  wnn,0
2603,2603,Earthquake rocks northern California,0
699,699,earthquake M  PAKISTAN Magnitude M Region PAKISTANDate time   UTCLocation,0
175,175,earthquake M   Atlantic Ocean  North Greenland Kujalleq Prins Christians Sund Preliminary Earthquake,0
3951,3951,There have been two earthquakes in the north of Chile in two days and more than  replies since yesterday PrayForChile Fuerzas Chile 💞,0
906,906,USGS alert M  Southern California  Pasthour earthquake tsunami prayfromjapan,0
3710,3710,def better than that Chile earthquake Ready  Pulag heyitsrjsmith Climbed a glacier yesterday and I still cant believe it travel,0
4923,4923,Powerful aftershock rocks northern Chile a day after massive earthquake,0
4866,4866,HenkilBernardRzb Watch Evacuees Return Home After Massive Earthquake in Chile Six killed in the  quake,1
8128,8128,I am very scare about earthquake and pray for Nepal to god I felt yesterday little but horrible earthquake God please save us,0
7946,7946,Keeping Nepal and Baltimore in prayer tonight hestheprinceofpeace hisheartisforeveryone,0
8471,8471,Nepal earthquake reduces World Heritage sites to rubble,1
1924,1924,California USA Fullerton  earthquake BREAKING NEWS  earthquake  earthquake jolts Bay Area dama,0
5325,5325,Only  dead in Chile earthquake Too bad,1
2267,2267,LosDelSonido Strong California Quake Shakes Famed Wine Country Magnitude earthquake shakes Northern California  IvanBerroa,0
367,367,Women victims of EarthQuake are more needy Female volunteers needed in Awaran,0
4025,4025,God is on your sides  PrayForChile,0
4286,4286,nytimes a new earthquake richter at santiago chile,0
1819,1819,earthquake M   SouthAmerica Chile Atacama Vallenar Preliminary Earthquake Report DateTime,0
2625,2625,Napa earthquake a big blow to California wine industry  The Oregonian,1
7833,7833,Amazing story of survival Rescuers find baby buried under rubble in Nepal for  hrs  alive,1
5942,5942,Things Indians Can Do To Help Nepal,0
1898,1898,What  earthquake did to Napa Many injuries no known deaths,1
3827,3827,ff,0
3501,3501,Scores of aftershocks from Napa earthquake felt more on the way  Los Angeles Times NBCNScores of aft,0
849,849,If militants not allowing Govt then they shud better start relief response for earthquake affectees in Awaran Pakistan,0
2803,2803,This is what Northern California looks like after an earthquake,0
4089,4089,BREAKING TSUNAMI NEWS Venezuela has been suffering from a tsunami of violence  repression for over a MONTH,0
3180,3180,Earthquake  M  km NW of American Canyon California,0
2951,2951,Will Napa earthquake shake loose more funding for states early warning system   napaq,0
1036,1036,earthquake PeshawarChurchBlast Awaran Gwadar,0
4046,4046,Franpro  far too often lately for a team of the Pacers caliber,0
4229,4229,Wait is this chile earthquake real,0
5875,5875,Thoughts and prayers are with you Nepal,0
3934,3934,Chile has had  earthquakes in total for the past  days They all range from  all the way up to  PrayForChile,0
4829,4829,MarioSballo,1
1864,1864,Peru earthquake MM Depthkm  Sep  UTC About  people within km,0
1608,1608,earthquake M  Near Islands Aleutian Islands Alaska September    GMT  alert,0
236,236,Sismo Earthquake M  km NE of Gilroy California,0
8421,8421,A survivor was pulled from the rubble in Nepal Follow updates on the Nepal earthquake,1
2972,2972,Speed Light  Speed Sound Californias early warning system beat Napa earthquake by  seconds  via,0
7549,7549,The sadness is sinking in We have lost our temples our history the places we grew up NepalEarthquake,1
104,104,Breaking News Tremors felt in Karachi Larkana and Quetta earthquake,0
2917,2917,USA  NEWS   HOT NEWS  earthquake Northern California rocked by magnitude  earthquake earthquake USA janinebu,0
6138,6138,Nepals tragedy has united the world while Middle East wars are dividing the world,0
3857,3857,Magnitude earthquake felt off coast of Chile tsunami watch issued for  Tico Times Remember a tsunami,0
2740,2740,Check it out I donated to Napa Earthquake Volunteers  via,0
1130,1130,You are what you believe And on this belief we are divided  and we are killed Pakistan Well said,0
1797,1797,etribune Twitter name island Pakistan earthquake possiblenamesofnewisland ZalaZalaIsland,0
1470,1470,New earthquake in Pakistans Balochistan  The governmentarmy HAS DENIED INTERNATIONAL AID Baloch,0
1019,1019,Sismo Earthquake M  km SE of Punta Cana Dominican Republic,0
313,313,USGS M  km NNE of Poso Indonesia  earthquake,0
6205,6205,With love and thoughts for the lives lost and the ones still struggling ὤF Nepal NepalEarthquake peace love,0
877,877,After deadly earthquake in Pakistan the urgent needs are shelter blankets water  medical assistance  prepari,0
6920,6920,Nepal quake Bihar hospital pastes bhukamp stickers on injured removes after being exposed,1
2934,2934,VIDEO Thousands of dollars in wine lost in Napa earthquake Winemakers in Napa Valley woke up to thousands of,1
794,794,BBC Urdu claim Baloch militant group helping the earthquake victimsbut did not mention where these people got resources,0
1,1,Earthquake   M EAST OF THE SOUTH SANDWICH ISLANDS   fa  notice,0
2958,2958,California hit with worst quake in  years,0
8339,8339,Donate For Nepal and India SEEDan NGO providing humanitarian assistance to Earthquake victims More,0
2264,2264,USA   Scores of aftershocks from Napa earthquake felt more on the way USA  Officials have warned t,0
7913,7913,people in Nepal died today Be thankfulὤF,1
4503,4503,SHAKEN AGAIN mag aftershock strikes off northern Chile coast Massive Chile earthquake   PapiizChulò,0
1429,1429,USGS reports a M earthquake km E of Aromas California on    UTC  quake,0
2753,2753,Expert urges California nuclear plant closure over quake threat  Critics call Diablo Canyon a cat,0
7601,7601,EmilyBeart Pray for Nepal ὤF,0
8099,8099,UnicefSMSAppeal  via unicefuk Please donate Text NEPAL to,0
351,351,Najmiddin Jalolov one of many Central Asians killed in Pakistan by drones One of few we know anything about,0
1529,1529,Earthquake Pakistan Balochistan prayers  thoughts with the victims of this tragedy,0
8193,8193,HF medical team of  from UK arriving in Delhi this morning Team from USA on standby NepalQuake,0
2401,2401,Lots of damage at California wineries after the Earth quake over the weekend,1
2092,2092,Billions of dollars of wine rocked in California earthquake,0
1977,1977,Please consider donating if you can Napa Humane is caring for pets whose owners are in shelters  napa,0
2255,2255,Niners game vs Chargers still on after Napa earthquake,0
6997,6997,NEPAL Kathmandu  A man walks through rubble of houses damaged,1
6972,6972,C  Globemaster III takes off from Hindon air base in UP for Kathmandu IL to take NDRF teams to Nepal earthquake,0
3904,3904,Taking a moment to pray for those impacted by the earthquake that hit off coast of northern Chile PrayforChile,0
6037,6037,Nepal Government not even able to manage incoming Foreign Aid,0
1904,1904,Netanyahu announces California earthquake payback for anti semites  selfhaters preventing Gods boat from docking in oakland,0
5430,5430,Chile have a  magnitude earthquake My prayers to the family at there,0
1676,1676,USGS alert M  Central California September    GMT  earthquake tsunami prayfromjapan,0
697,697,MQM Quaid AltafHussain Appeals to Philanthropists for Generous Donations ReliefByKKF Pakistan,0
1422,1422,Shoppers killed in Pakistan bomb blasts  TV News Video  TVNZ Twin bomb attacks in Peshawar   pakistan news,1
7532,7532,How to help the victims A  magnitude earthquake rocked Nepal with devastating force Saturday killing more,0
2765,2765,Damage from California earthquake could top  billion,0
8280,8280,Nepal After the Earthquake   photos immediate aftermath of the devastating  quake  http,1
7592,7592,If youre wondering how efficiently u can donate to help Nepal then,0
5670,5670,This one is nice IndiaWithNepal,0
8497,8497,kontextbat  WSJ Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake,1
3797,3797,Miracle always happenKeep praying I hope you guys safe PrayForSouthKorea PrayForSinabung PrayForNTT PrayForNigeria PrayForChile,0
3459,3459,USGS Tuesday Midday Update on South Napa Earthquake,0
3322,3322,Earthquake M   km SW of Napa California DYFI  IIITime  UTC,0
4289,4289,I heard the news of a huge earthquake in Chile Are you okay people around there,0
2341,2341,New post Napa residents begin process of repairing quakedamaged homes,0
1542,1542,Did anybody feel another earthquake just now Karachi Earthquake,0
5628,5628,Were providing an additional  million in assistance for the NepalQuake emergency response,0
1642,1642,earthquake M  Central Alaska,0
1744,1744,TalkShow  in Part GEO Aman Ki Asha Special Program on Pakistan India relationship MQM,0
7382,7382,people have been murdered and President Obama is demanding for the release of one army man of Israel he is not co,0
5646,5646,Were sending a charter plane w an inflatable hospital from Bordeaux tomorrow NepalEarthquake  http,0
4024,4024,PrayForChile on this disastrous crisis time,0
6994,6994,Thoughts go out to all those affected in the NepalEarthquake,0
8454,8454,Quake terror Its still shaking Nepal rocked temors felt in India and Bangladesh,0
4713,4713,Chile Magnitude  earthquake  tsunami warning,0
1313,1313,Bombs kill four in capital of Iraq Kurdish region ARBIL Bombings killed four people in the c  pakistan news,0
7761,7761,Prayers condolences our best wish a speedy recovery d country of Nepal NepalQuake NepalEarthquake Earthquake  RichterScale,0
3087,3087,Theres a  chance a strong earthquake will happen in California before   disturbing prep,0
6402,6402,Everyone in Kathmandu is just exhausted What a prolonged test of human spirit this is going to be,0
1072,1072,At least  dead in Pakistan blast  News  KEYT At least  people were killed and about   pakistan news,1
2072,2072,Napa earthquake as mapped by social media posts  CNET Napa earthquake as mapped by social   SMM SocialMedia,0
5166,5166,Powerful earthquake kills  in Chile,1
982,982,News Girl found dead on Karachi beach Evidence shows that she was suffocated  Pakistan,1
3708,3708,A Little Respect,0
6042,6042,Here are  ways you can give to Nepal Earthquake relief,0
4741,4741,A massive fuck off earthquake has twatted Chile Its caused a Tsunami warning And not that shit Tinie Tempa type,0
6102,6102,The NepalEarthquake has triggered aftershocks Kolkata North India and landslides in Sikkim,0
6659,6659,Death toll in massive Nepal earthquake has reached at least  police say,1
5370,5370,PrayForChile Chile doesnt seem to get a break I really hope everyone is ok Everyone in Chile will be in my prayer,0
4225,4225,PrayForChile Chile earthquake ChileEarthquake Bombs at Cairo University Hit Riot Police  Dead,0
3585,3585,Chile Earthquake  Dead Several Seriously Injured,1
6992,6992,Nepal EarthQuake CCTV Footage Compilation,0
3997,3997,We all freak out over a  earthquake when an  just hit Chile terrifying PrayForChile,0
6780,6780,In the student center this week from  you can donate some shirts to the individuals of Nepal Go help out Ὁ nepal,0
2363,2363,USGS reports a M earthquake Northern California on    UTC  quake,0
1115,1115,Strong earthquake Near The Coast Of Southern Peru Mag  Depth  km  km from New York PocketWeather,0
7642,7642,If someone knows everything Please share and share again for him and all the other nepal helpnepal,0
3955,3955,A magnitude  earthquake struck Chile last night Our thoughts and prayers go out to our friends clients and their families,0
3198,3198,The essence of being human skaters explore upside to Napa quake damage cc,0
2418,2418,Boy hurt in California quake I should be dead A yearold boy who was seriously injured by fa  USA News,1
3902,3902,We have been on a m tsunami alert all morning from the Chile earthquake,0
1694,1694,World Bank Group in Pakistan is conducting Framework Survey Help provide input on key development priorities SpeakForPakistan,0
4304,4304,Last night at P Chile had an earthquake measuring  For past  hrs Chile has had  more measuring   up Sign of the times,0
3815,3815,A tsunami warning is posted for Chile Peru AGAIN after this M quake Here are tsunami arrival times,0
229,229,Pakistan earthquake Hundreds dead in Balochistan  Nepal Needs To Focus Preventive Measures Before It Is Too Late,1
23,23,USGS reports a M earthquake km SW of Valdez Alaska on    UTC  quake,0
5496,5496,Who can resist the classic J champ thumbs up pic argentina chile cagetheelephant,0
2094,2094,Earthquake Sismo M   km NW of The Geysers California Time  UTC,0
6207,6207,AnupKaphle also send me an email im coordinating with someone from  in Delhi and can pass on,0
4604,4604,PrayForChile Another tsunami in the offing This is just a space of three years after the one in Japangoodness where ar,0
3523,3523,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets  iPOst,1
1333,1333,earthquake M  Southern California,0
634,634,USGS Breaking M  km WNW of Gabbs Nevada  PastHour  earthquake tsunami prayfromjapan,0
7931,7931,Now thats antiIsrael bias  executive director  used Nepal quake to criticize Israel  for helping https,0
8311,8311,UN says the NepalEarthquake has affected mill people  is in Kathmandu  via,0
4872,4872,Pray for your Chilean Beliebers  PrayForChile,0
1714,1714,Three people killed in drone strike in North Waziristan Pakistan Dunyatv,1
3037,3037,The San Francisco Earthquake In Wine Country Injured Dozens Of People    BayArea SanFranciscoBay TylerParadise,1
1769,1769,KKF Have Dispatched Three Trucks Loaded with Relief Goods for Baluchistan Earthquake Victims ReliefByKKF,0
8352,8352,nd IAF aircraft takes off from Hindon India to Kathmandu Nepal Relief material  more NDRF personnel on the way http,0
4783,4783,mom did you hear about the earthquake in Chile nana whos cookin chili,0
7584,7584,Britons caught up in Nepal disaster,0
3245,3245,Citizens drone video shows damage of Napa earthquake   by Jeff John Roberts,0
778,778,M earthquake  Tonga  via,0
784,784,By supporting dialogue he wants to save the innocent citizens being killed daily PTI Pakistan,0
398,398,magnitude earthquake  mi from Barstow CA United States,0
1348,1348,Massive earthquake in Pakistan  At least  killed and  injured  many updates  many videos,1
393,393,CWS emergency response team is on standby and assessing the situation after strong Pakistan quake,0
1141,1141,Picture of new found island in Gawadar after the Tuesday earthquake in Pakistan,0
6260,6260,As aid organizations seek donations for Nepal quake relief heres how Canadians can help,0
3647,3647,Rescue drill now just  meters away from trapped miners in Chile source says,1
1643,1643,USGS reports a M earthquake km WSW of Coalinga California on    UTC  quake,0
5739,5739,US Nepal JohnKerry – US sending disaster team initial  million to  News Business,0
847,847,EarthQuake  Pakistans priority is to rescue relief  rehab our Balochistan family after that we will send BLA ter,0
4091,4091,Grabando sus gameplay  ps youtubers Chile gamers juegoplay,0
4921,4921,Sorry for all the people in Chile Earthquake,0
776,776,shazoomEarthquake came just b a week  but Panjabi colonized Balochistan since  years,0
7594,7594,Social media pitches in for Nepal quake aftermath,0
1092,1092,Ch Nisar Pakistan Army playing vital role to provide Balochistan earthquake victims relief,0
4167,4167,To all the dogs and cats in Chile without a home during the earthquake youre in my prayers every night  PrayForChile,0
655,655,CommonWhitePeopleQuestions Where is your reservation you should k AJELive Pakistan politician Imran Khan injured,0
7133,7133,Amateur Radio Helping Nepal  Video This video is an effort to show the world how important c  hamr,0
268,268,Poor Balochistan already squeezed from all sides is again victim of huge earthquake,0
7423,7423,dead  injured is latest Nepal earthquake toll per Home Ministry,1
2382,2382,Jawbone UP data shows how many woke up during the Napa earthquake,0
1472,1472,USGS Breaking M  km ENE of Cantwell Alaska  PastHour  earthquake tsunami prayfromjapan,0
8481,8481,To help those affected by the devastating earthquake in Nepal text DONATE to  and give  Thank you,0
192,192,May Allah give us strength to bear the loss of lives because of the Earthquake in Balochistan Pakistan Yall are worth our prayers,0
4703,4703,Chilean officials say two people are now dead with three seriously injured following massive earthquake off coast of,1
1003,1003,If enough mothers breastfed their babies in pakistan  of deaths would end there says  breastf,0
3073,3073,California Quake Means Big Damage For Napa Valley Wineries,1
4075,4075,Chile awakens to see  of damages post massive earthquake of last night are concentrated in farnorth cities of Iquique and Antofagasta,1
5259,5259,Major earthquake TARAPACA CHILE Apr  UTC,0
5339,5339,BrandySolamente Full Episode GMA  Earthquake Off Chiles Coast Tsunami Warnings Issued GMA Invest,0
3727,3727,take one sec to tweet PrayForChile and pray for those people please,0
6569,6569,PRAISE REPO Our team is on the ground in Nepal Please pray for them as they begin to work NepalQuake,0
2538,2538,What Caused Californias Napa Valley Earthquake Faults Explained  earthquakes napaquake CAQua,0
8117,8117,Israel An Early Responder to Nepal Earthquake  Washington Free Beacon,0
5970,5970,ITARTASS Eng Russian rescue team arrives in Nepal KATHMANDU April  TASS A team of rescuers and medi,0
7174,7174,NepalEarthquake IAF Heptrs today evacuated  casualties   persons Cumulative  casualties   persons ht,1
2388,2388,Napa earthquake of   Yesterday s early morning earthquake in Napa Valley was detected by,0
6518,6518,Latest on Nepal quake Police say  dead including  in Kathmandu,1
7575,7575,Effects of earthquake devastating says Deanery of Nepal  anglicancommunion,0
7312,7312,Here is a list of Scavengers who feed on the dead  Disgusting NepalEarthquake IndiaWithNepal,0
2284,2284,Raiders will donate  to help recovery efforts from the Napa earthquake It is the teams training camp home,0
7488,7488,BSNL and MTNL decide to charge local rates for calls made to Nepal for next three days,0
4519,4519,Im at McCann Worldgroup Miraflores Lima,0
286,286,Earthquake of M   km NNE of Awaran Pakistan,0
770,770,Aftershock rocks quakehit areas of Pakistan,0
6162,6162,IndiaWithNepal  tonnes of food packets  large oxygen cylinders moved yesterday More enroute today morning,0
5945,5945,Nepal Tragedy Lenskart Botches But Indian Telcos  Startups Extend Genuine Help Trakin,0
7832,7832,Seems like  starrer SanAndreas promotions were huge in Nepal,0
2254,2254,FEMA estimates the Napa earthquake could be a billiondollar disaster,0
4063,4063,The Chile earthquake has been upgraded to  The death toll has risen to five and tsunami warnings have been,1
6802,6802,Mom feeding her children in Kathmandu on open ground after earthquake Nepal,1
7753,7753,A CAMA worker is en route to Nepal  please pray that his flight will be able to land,0
6763,6763,These are the moments when you fear your own house You stay away from it Its a very strange feeling NepalEarhquake Kathm,1
4405,4405,Top story M  km NW of Iquique Chile   UTC  see more,0
6410,6410,Mother over shoulder Kirren Rijiju says Prime Minister is Personally Monitoring from d Top on Nepal Relief Operations  taking MinMin,0
3799,3799,magnitude in chile and tsunami warning lets hope for the best,0
2656,2656,Napa earthquake exposes dangers found in homes shops churches  SFGate  via,0
7071,7071,Nepalese pick up the pieces after devastating quake   Nepal Surviving,0
7228,7228,m children are in danger as a devastating earthquake has hit Nepal You can help provide clean water  supplies https,0
8118,8118,MEA opens  hour Control Room for queries regarding tragic NepalEarthquake Numbers,0
4539,4539,NEWS more on a  quake off Chile with tsunami warnings in place for the Latin American coast  that and more at  with,0
5388,5388,Another big aftershock off Chiles northern coast Tsunami alert issued after nd big quake in two days,0
7188,7188,Demi dedicated Nightingale to the victims in Nepal DemiWorldTour,0
7770,7770,Eight bodies recovered from Everest after avalanche triggered by Nepal earthquake say authorities,1
1296,1296,NASA releases images of Pakistans Earthquake Island  Over  deaths from Sept earthquake RI,1
633,633,TTP have accepted the responsibility of Baluchistan earthquake and creating new islandPossibleNamesOfNewIsland Mehsud Kh,0
6170,6170,very informative maps of Nepals earthquake,0
3630,3630,FuerzaChile PrayForChile You are in our prayers and thoughts,0
6741,6741,THERE ARE LOTS OF PEOPLE DIES IN earthquake LETS PRAY FOR THEM  ANNA Please DO  IT ὤF PrayForNepal,0
6597,6597,Be there for those in need Help the victims of the enormous earthquake in Nepal,0
946,946,more shocks at low scale after yesterday earthquake in pakistan Earth is making changes in blink of an eye,0
8493,8493,Thoughts and prayers going out to the people of Nepal ὤF ὡ,0
1509,1509,Pakistan still as unprepared as before  tremor hits Balochistan days after first earthquake killed hundreds,1
3853,3853,Japan issues tsunami advisory for parts of Pacific coast after magnitude quake off Chile  http,0
7619,7619,susiecampbell Thank you for spreading the word about our Nepal relief efforts Susie  greatly appreciated Best wishes Charlotte,0
3029,3029,USA   earthquake Three Critically Injured Almost  Treated At Napa Hospital Following   gi,1
5255,5255,UPDATE Five dead after Chile quake which has been upgraded to   via  Chile earthquake,1
6046,6046,Wifi services back on after  hours Grocery stores too opening now Kathmandu begins to put the pieces together himal,0
2183,2183,New pictures from the Napa quake Damage could reach  billion  at pm,1
5059,5059,Chile cancels tsunami warnings Region appears to have escaped large casualties and copper mines report no major damage after magnitu,0
1480,1480,BalochistanEarthquaek Be merciful to those on earth so that Allah will be Merciful to you in the heavens Plz help Peop,0
7409,7409,There was an earthquake greater than M  Mw  NEPAL,0
1166,1166,Baloch people living in Stone Age thats why pakistan worrying about reality beings exposed refused international aid Earthquake,0
3766,3766,PrayForChile everyone pray for the people in chile  they need us   this,0
289,289,Pakistan Air Force dropping relief supplies over Awaran Baluchistan  after the devastating earthquake,0
4536,4536,PrayForChile Go to Here  click on Ads and be a part of funding for Chile,0
3627,3627,deaths reported in magnitude earthquake that h  Pacific Chile Hawaii SouthAmerica Tsunami via,1
2493,2493,USA   Dozens injured  critically after strong earthquake in California USA  CNN  A magnitude earthquak,1
3911,3911,Chilean agency reports magnitude  earthquake struck southwest of La Ligua Chile  days after major quake,0
1265,1265,USGS alert M  Central California September    GMT  earthquake tsunami prayfromjapan,0
3190,3190,BacchusCapital Thanks for  of napaearthquake help forum  napaquake,0
965,965,JUD Faisalabad Drives massive Donation collection compaign for Earthquake victims of Awaran JUDReleif,0
7484,7484,Irans  message of condolences to victims of NepalEarthquake,0
7789,7789,Bad weather slow government response hampers NepalEarthquake relief efforts in Gorkha,0
5655,5655,The Nepal Government will take serious legal action against the black market people and people spreading rumors NapalEarthquake,0
4746,4746,Follow Me Please i lovee Salut,0
2379,2379,Napa teen badly injured by a collapsed chimney is improving  napaquake,1
2189,2189,Vallejo business open despite damaged caused by Napa earthquake   News,0
5729,5729,Donate to help  get emergency supplies to families hit by Nepal Earthquake,0
8287,8287,Photoset LAMBDA LEGAL  MAKING THE CASE FOR EQUALITY  DONATE TO HELP NEPAL,0
8191,8191,mashable Powerful  aftershock hits Kathmandu Mount Everest A powerful magnitude  afters  socialmedia,0
3060,3060,Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled class,0
1951,1951,Connecticut USA Bridgeport   earthquake  Scores of aftershocks from Napa earthquake felt more,0
3524,3524,This photo is very California napa earthquake,0
6457,6457,but our farmers issues are gone unnoticed,0
6601,6601,Terrible earthquake in Nepal thousands gone tens of thousands more injured and devastated Lets everyone pray,1
6521,6521,Israeli paramedics in Nepal Houses just vanished  via,1
6715,6715,After  hoursRishi Khanal is pulled out alive from underneath fallen floors  NepalEarthquake http,1
2587,2587,Sleep patterns during the Napa earthquake as measured by nearby Jawbone UP devices,0
7503,7503,Many still missing as toll for Nepals earthquake tops  LA Times,1
880,880,Two female students found shot dead in Gujranwala  SAMAA TV  pakistan,0
4813,4813,Northern Chile Hit by Strong Earthquake Aftershock  Wall Street Journal,0
5227,5227,zaynmalik Thanks for always making me smile Thanks for to be my lifebelt Please Follow Me Because I love you so much x,0
7276,7276,Wiltshire rescue team heads to site of Nepal earthquake Expert volunteer rescuers from Wiltshire rescue organ http,0
7130,7130,Australians missing after Nepal earthquake kills more than,1
8131,8131,The beautiful Patan Durbar square as I captured it just a few days ago What a shame Nepal earthquake,1
3693,3693,so many sad things happening PrayForMH PrayForSouthKorea PrayForIndonesia PrayForSinabung PrayForNigeria PrayForChile,0
1245,1245,What are we doing to save ourselves from earthQuake  Have we started praying  times Being animal is not helping we should realize that,0
2069,2069,Prayers go out to Napa Valley California to the  people injured from the earthquake this morning,0
5480,5480,s YouTube Chili microsoft s YouTube Chili Chile Earthquake  Giant Earthqu  Jamaal AlDin  NBA,0
3326,3326,RLSms library and all four campuses basically zero damage Our thoughts are with everyone affected by napaquake,0
4265,4265,Evacuations after the massive earthquake in Iquique Chile,1
4508,4508,Now thats what I remember chileearthquake,0
6390,6390,thatwritingchic Please read this,0
6699,6699,Prime specimen of a SoulVultures  feeding off the suffering of our brethren in Nepal,1
391,391,An earthquake measuring  on the Richter scale has struck off the shore of southern Mexico and near Guatemala the US USGS says,0
5867,5867,Nepal Fatalities are growing Death toll staggering help is needed ask your government to contact the UN in your coun,1
6098,6098,With everything else happening in Nepal the Kathmandu Post is still covering other world news including Baltimore,0
7075,7075,Nepal quake death toll crosses  hundreds still missing rescue operations continue The death toll in Nep,1
7972,7972,ishaantharoor Nepals other disaster Its politics,0
5878,5878,Happy birthday to our response volunteers Nicola Hinds   who are in Nepal helping after the earthquake http,0
5474,5474,I Live In Chile  ASMSG TUS FTM AGA IAN BYNR ChileEarthquakeAndTsunami PDF ht,0
4721,4721,what happened while you were sleeping Chile hit by a second powerful earthquake Wakeup at,0
4581,4581,Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake A massive aftershock has struck north,0
3913,3913,Prayers for everyone in Chile  those who are now in their eternal rest ChileEarthquake,0
998,998,PPPs Sadiq Umrani all political parties should rise above their political differences and serve the earthquake affected people,0
490,490,Number of dead in this weeks Pakistan earthquake rises,1
4160,4160,RixtonOfficial why did u stop following me Im so sad,0
1752,1752,Earthquake M  Southern California,0
4365,4365,earthquake GMT M  Near Coast of Northern Chile,0
1798,1798,New island formed by a M earthquake yesterday off the coast of Pakistan,0
2058,2058,California USA El Monte   earthquake  Dozens injured  critically after strong earthquake in,1
4161,4161,More than  people evacuated Chiles coastal region as a result of the major earthquake  http,1
8079,8079,Heartful condolences for all those who got affected by the earthquake Pls be safe people as fresh tremors have been felt again in Nepal,0
3446,3446,lmswageer Renewed Calls for EarlyWarning System After Quake California quake leads to renewed call  SIGUEME,0
8509,8509,Prayers For Nepal,0
3614,3614,Police have recaptured  of  escaped female prisoners in iquique,0
5468,5468,This incredible animation shows how Chiles tsunami took over the entire Pacific Ocean Watch  ht,0
